FAC_CD,DTA_TYP_CD,ACCTG_YR,ACCTG_PRD_NO,JE_NO,IP_ENT_NO,JE_GRP_NO,SEQ_NO,PCTR_FAC_CD,PCTR_LWR_TIER_1,PCTR_LWR_TIER_2,FNCL_ORG_CD,FNCL_ORG_TYP,NEW_FNCL_ACCT_NO,BDGT_SRC_CD,PRD_VAR_CD,CCY_CD,SRC_CCY_CD,ACCTG_ORD_NO,LBR_OR_MATL_IND,CTL_ACCT_NO,JE_DR_AMT,RCVBL_INVC_CTL_NO,JE_NM,NON_US_LOCL_CD,TX_CD,CNVRT_RATE,CCY_CNVRT_DT,TRNSLT_CCY_CD,TRNSLT_AMT,VAT_AMT,PRCH_DT,CCY_RATE_TYP_CD,SRC_AMT,FOGAP_SRC_IND,DEPT_NO,CCY_TRNSLT_DT,TRNSLT_RATE,PROD_SER_NO,SLS_MDL_NO,CAT_ID_NO,CUST_CD,MFG_FAC_CD,BUY_FAC_CD,JE_HR,PART_PROD_CD,JE_MISC_QTY,SUPP_ID_CD,LAST_UPDT_ACTV_ID,UPDT_USER_LOGON_ID,LAST_UPDT_TS,OWN_FNCL_ORG_ORG,OWNER_CLS_CD,SF_CDC_TS
JA,F,2025,04,WF9,000,707,22,RY,,MMSSL,83005,R,0642,,,USD,USD,,,,-88.96,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-88.96,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,9,RY,,MMSSL,80520,R,2484,,,USD,USD,,,,-4707.18,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-4707.18,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,7,RY,,MMSSL,80520,R,2418,,,USD,USD,,,,-2325.00,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-2325.00,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.850,,,2025-04-21 15:21:28.000
JA,F,2025,04,WF9,000,707,6,RY,,MMSSL,80520,R,2401,,,USD,USD,,,,-20898.00,,INCORRECT ORG CORRECTION,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-20898.00,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,KL$YCA2,2025-04-21 10:21:22.849,,,2025-04-21 15:21:28.000
JA,F,2025,04,937,000,22,1,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,122.23,            ,60632137_Martin_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,122.23,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-22 09:55:44.000,,,2025-04-22 14:56:19.000
JA,F,2025,04,937,000,22,4,RY,,,83006,R,1087,AMT,,USD,USD,0,,,211.86,            ,64376806_Wood_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,211.86,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-22 09:55:44.000,,,2025-04-22 14:56:19.000
JA,F,2025,04,937,000,22,3,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,1507.52,            ,64376806_Wood_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,1507.52,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-22 09:55:44.000,,,2025-04-22 14:56:19.000
JA,F,2025,04,937,000,22,3,RY,,,83006,R,1087,AMT,,USD,USD,0,,,530.66,            ,64376806_Wood_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,530.66,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-22 09:55:44.000,,,2025-04-22 14:56:19.000
JA,F,2025,04,937,000,22,5,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-585.00,            ,64376806_Wood_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-585.00,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-22 09:55:44.000,,,2025-04-22 14:56:19.000
JA,F,2025,04,937,000,22,6,RY,,,83021,R,1087,AMT,,USD,USD,0,,,122.23,            ,60632137_Martin_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,122.23,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-22 09:55:44.000,,,2025-04-22 14:56:19.000
JA,F,2025,04,937,000,22,2,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-122.23,            ,60632137_Martin_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-122.23,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-22 09:55:44.000,,,2025-04-22 14:56:19.000
JA,F,2025,04,918,000,3,1,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,,15739,,,-12.18,,MISCELLANEOUS PARTS STORES REQS,,,0.00000000,0001-01-01,,0.00,0.00,0001-01-01,,0.00,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,D7ZZ6665,2025-04-04 15:39:41.000,     , ,2025-04-04 20:39:47.000
JA,F,2025,04,918,000,3,1,RY,,,82030,R,1069,AMT,,USD,,15739,,,12.18,,MISCELLANEOUS PARTS STORES REQS,,,0.00000000,0001-01-01,,0.00,0.00,0001-01-01,,0.00,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,D7ZZ6665,2025-04-04 15:39:41.000,     , ,2025-04-04 20:39:47.000
JA,F,2025,04,918,000,22,2,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,,15731,,,-0.39,,MISCELLANEOUS PARTS STORES REQS,,,0.00000000,0001-01-01,,0.00,0.00,0001-01-01,,0.00,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,D7ZZ6665,2025-04-23 03:59:44.000,     , ,2025-04-23 08:59:57.000
JA,F,2025,04,918,000,22,1,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,,15727,,,-11.85,,MISCELLANEOUS PARTS STORES REQS,,,0.00000000,0001-01-01,,0.00,0.00,0001-01-01,,0.00,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,D7ZZ6665,2025-04-23 03:59:44.000,     , ,2025-04-23 08:59:57.000
JA,F,2025,04,918,000,22,1,RY,,,82030,R,1069,AMT,,USD,,15727,,,11.85,,MISCELLANEOUS PARTS STORES REQS,,,0.00000000,0001-01-01,,0.00,0.00,0001-01-01,,0.00,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,D7ZZ6665,2025-04-23 03:59:44.000,     , ,2025-04-23 08:59:57.000
JA,F,2025,04,918,000,22,2,RY,,,82030,R,1069,AMT,,USD,,15731,,,0.39,,MISCELLANEOUS PARTS STORES REQS,,,0.00000000,0001-01-01,,0.00,0.00,0001-01-01,,0.00,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,D7ZZ6665,2025-04-23 03:59:44.000,     , ,2025-04-23 08:59:57.000
JA,F,2025,04,918,000,17,1,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,,15706,,,-701.97,,MISCELLANEOUS PARTS STORES REQS,,,0.00000000,0001-01-01,,0.00,0.00,0001-01-01,,0.00,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,D7ZZ6665,2025-04-18 03:58:16.000,     , ,2025-04-18 08:58:24.000
JA,F,2025,04,918,000,17,1,RY,,,82010,R,1069,AMT,,USD,,15706,,,701.97,,MISCELLANEOUS PARTS STORES REQS,,,0.00000000,0001-01-01,,0.00,0.00,0001-01-01,,0.00,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,D7ZZ6665,2025-04-18 03:58:16.000,     , ,2025-04-18 08:58:24.000
JA,F,2025,04,STD,001,107,3,TY,,TYXXX,AAAAA,R,Z9999010JA,,,USD,,00000,,,0.00,,STANDARD HOURS,,,0.00000000,0001-01-01,,0.00,0.00,2025-04-01,,0.00,M,,0001-01-01,0.00000000,,,,,,,-0.4,,0,,A,JAZT5660,2025-04-17 23:27:19.000,LAR,G,2025-04-18 04:27:27.000
JA,F,2025,04,STD,001,107,2,TY,,TYXXX,AAAAA,R,Z9999010JA,,,USD,,00000,,,0.00,,STANDARD HOURS,,,0.00000000,0001-01-01,,0.00,0.00,2025-04-01,,0.00,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,JAZT5660,2025-04-17 23:27:19.000,KIT,G,2025-04-18 04:27:27.000
JA,F,2025,04,STD,001,107,1,,,,AAAAA,R,Z9160010JA,,,USD,,00000,,,0.00,,STANDARD HOURS,,,0.00000000,0001-01-01,,0.00,0.00,2025-04-01,,0.00,M,,0001-01-01,0.00000000,,,,,,,0.5,,0,,A,JAZT5660,2025-04-17 23:27:19.000,FAB,G,2025-04-18 04:27:27.000
JA,F,2025,04,STD,001,107,2,,,,AAAAA,R,Z9160010JA,,,USD,,00000,,,0.00,,STANDARD HOURS,,,0.00000000,0001-01-01,,0.00,0.00,2025-04-01,,0.00,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,JAZT5660,2025-04-17 23:27:19.000,KIT,G,2025-04-18 04:27:27.000
JA,F,2025,04,STD,001,107,1,TY,,TYXXX,AAAAA,R,Z9999010JA,,,USD,,00000,,,0.00,,STANDARD HOURS,,,0.00000000,0001-01-01,,0.00,0.00,2025-04-01,,0.00,M,,0001-01-01,0.00000000,,,,,,,-0.5,,0,,A,JAZT5660,2025-04-17 23:27:19.000,FAB,G,2025-04-18 04:27:27.000
JA,F,2025,04,STD,001,107,3,,,,AAAAA,R,Z9160010JA,,,USD,,00000,,,0.00,,STANDARD HOURS,,,0.00000000,0001-01-01,,0.00,0.00,2025-04-01,,0.00,M,,0001-01-01,0.00000000,,,,,,,0.4,,0,,A,JAZT5660,2025-04-17 23:27:19.000,LAR,G,2025-04-18 04:27:27.000
JA,F,2025,04,937,000,17,1,RY,,,81020,R,2342,AMT,,USD,USD,0,,,211.22,            ,64222091_Shoop_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,211.22,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-17 09:55:19.000,,,2025-04-17 14:55:42.000
JA,F,2025,04,937,000,17,1,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-142.55,            ,64222091_Shoop_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-142.55,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-17 09:55:19.000,,,2025-04-17 14:55:42.000
JA,F,2025,04,937,000,17,2,RY,,,81020,R,2342,AMT,,USD,USD,0,,,142.55,            ,64222091_Shoop_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,142.55,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-17 09:55:19.000,,,2025-04-17 14:55:42.000
JA,F,2025,04,937,000,17,2,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-211.22,            ,64222091_Shoop_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-211.22,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-17 09:55:19.000,,,2025-04-17 14:55:42.000
JA,F,2025,04,918,000,16,3,RY,,,82030,R,1069,AMT,,USD,,15875,,,2.92,,MISCELLANEOUS PARTS STORES REQS,,,0.00000000,0001-01-01,,0.00,0.00,0001-01-01,,0.00,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,D7ZZ6665,2025-04-17 04:04:31.000,     , ,2025-04-17 09:04:40.000
JA,F,2025,04,918,000,16,2,RY,,,82010,R,1069,AMT,,USD,,15716,,,2.64,,MISCELLANEOUS PARTS STORES REQS,,,0.00000000,0001-01-01,,0.00,0.00,0001-01-01,,0.00,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,D7ZZ6665,2025-04-17 04:04:31.000,     , ,2025-04-17 09:04:40.000
JA,F,2025,04,918,000,16,3,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,,15875,,,-2.92,,MISCELLANEOUS PARTS STORES REQS,,,0.00000000,0001-01-01,,0.00,0.00,0001-01-01,,0.00,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,D7ZZ6665,2025-04-17 04:04:31.000,     , ,2025-04-17 09:04:40.000
JA,F,2025,04,918,000,16,2,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,,15716,,,-2.64,,MISCELLANEOUS PARTS STORES REQS,,,0.00000000,0001-01-01,,0.00,0.00,0001-01-01,,0.00,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,D7ZZ6665,2025-04-17 04:04:31.000,     , ,2025-04-17 09:04:40.000
JA,F,2025,04,918,000,16,1,RY,,,80525,R,2240,AMT,,USD,,00000,,,1130.93,,MISCELLANEOUS PARTS STORES REQS,,,0.00000000,0001-01-01,,0.00,0.00,0001-01-01,,0.00,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,D7ZZ6665,2025-04-17 04:04:31.000,     , ,2025-04-17 09:04:40.000
JA,F,2025,04,918,000,16,1,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,,00000,,,-1130.93,,MISCELLANEOUS PARTS STORES REQS,,,0.00000000,0001-01-01,,0.00,0.00,0001-01-01,,0.00,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,D7ZZ6665,2025-04-17 04:04:31.000,     , ,2025-04-17 09:04:40.000
JA,F,2025,04,937,000,18,11,RY,,,86060,R,2259,AMT,,USD,USD,0,,,110.25,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,110.25,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,1,RY,,,82030,R,2259,AMT,,USD,USD,0,,,473.20,            ,58841658_Thorne_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,473.20,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,4,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-63.67,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-63.67,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,10,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-399.99,            ,58841658_Thorne_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-399.99,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,10,RY,,,86060,R,2259,AMT,,USD,USD,0,,,63.67,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,63.67,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,7,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-85.94,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-85.94,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,12,RY,,,86060,R,2259,AMT,,USD,USD,0,,,85.94,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,85.94,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,11,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-37.51,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-37.51,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,2,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-121.10,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-121.10,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,9,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-415.62,            ,58841658_Thorne_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-415.62,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,4,RY,,,83026,R,2259,AMT,,USD,USD,0,,,106.15,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,106.15,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,6,RY,,,83026,R,2259,AMT,,USD,USD,0,,,100.01,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,100.01,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,5,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-122.59,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-122.59,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,7,RY,,,83026,R,2259,AMT,,USD,USD,0,,,76.49,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,76.49,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,12,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-473.20,            ,58841658_Thorne_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-473.20,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,8,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-106.15,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-106.15,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,9,RY,,,83026,R,2259,AMT,,USD,USD,0,,,56.49,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,56.49,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,8,RY,,,83026,R,2259,AMT,,USD,USD,0,,,121.10,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,121.10,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,3,RY,,,83005,R,2259,AMT,,USD,USD,0,,,399.99,            ,58841658_Thorne_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,399.99,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,1,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-56.49,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-56.49,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,5,RY,,,83026,R,2259,AMT,,USD,USD,0,,,122.59,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,122.59,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,6,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-110.25,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-110.25,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,13,RY,,,86060,R,2259,AMT,,USD,USD,0,,,37.51,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,37.51,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,3,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-76.49,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-76.49,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,13,TY,,TYXXX,AAAAA,R,G985300000,AMT,,USD,USD,0,,,-100.01,            ,57161942_Neiss_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-100.01,M,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,937,000,18,2,RY,,,82030,R,2259,AMT,,USD,USD,0,,,415.62,            ,58841658_Thorne_25/04/16,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,415.62,M,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,Z1CT0106,2025-04-18 09:55:18.000,,,2025-04-18 14:55:30.000
JA,F,2025,04,STF,000,17,1,RY,,,AAAAA,R,S170101027,,,USD,USD,,,,7197.63,,STEEL TUBING VARIANCE,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,7197.63,,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,CXJD0F3,2025-05-02 18:44:25.512,,,2025-05-02 23:44:35.000
JA,F,2025,04,STF,000,17,1,TY,,TYXXX,AAAAA,R,G985300000,,,USD,USD,,,,-7197.63,,STEEL TUBING VARIANCE,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-7197.63,,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,CXJD0F3,2025-05-02 18:44:25.512,,,2025-05-02 23:44:35.000
JA,F,2025,04,R46,000,1,6,TY,,TYXXX,AAAAA,R,G985300000,,,USD,USD,,,,-2201.06,,APRIL 2025 UTILITIES PURCHASES,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-2201.06,,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,RN$Z4A4,2025-05-02 17:14:05.529,,,2025-05-02 22:14:17.000
JA,F,2025,04,R46,000,1,2,RY,,,AAAAA,R,S1714001JA,,,USD,USD,,,,142565.92,,APRIL 2025 UTILITIES PURCHASES,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,142565.92,,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,RN$Z4A4,2025-05-02 17:14:05.529,,,2025-05-02 22:14:17.000
JA,F,2025,04,R46,000,1,3,TY,,TYXXX,AAAAA,R,G985300000,,,USD,USD,,,,-142565.92,,APRIL 2025 UTILITIES PURCHASES,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-142565.92,,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,RN$Z4A4,2025-05-02 17:14:05.529,,,2025-05-02 22:14:17.000
JA,F,2025,04,R46,000,1,8,TY,,TYXXX,AAAAA,R,G985300000,,,USD,USD,,,,-5504.13,,APRIL 2025 UTILITIES PURCHASES,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-5504.13,,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,RN$Z4A4,2025-05-02 17:14:05.529,,,2025-05-02 22:14:17.000
JA,F,2025,04,R46,000,1,5,TY,,TYXXX,AAAAA,R,G985300000,,,USD,USD,,,,-8192.91,,APRIL 2025 UTILITIES PURCHASES,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-8192.91,,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,RN$Z4A4,2025-05-02 17:14:05.529,,,2025-05-02 22:14:17.000
JA,F,2025,04,R46,000,1,1,,,,AAAAA,R,S17150JA00,,,USD,USD,,,,8192.91,,APRIL 2025 UTILITIES PURCHASES,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,8192.91,,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,RN$Z4A4,2025-05-02 17:14:05.529,,,2025-05-02 22:14:17.000
JA,F,2025,04,R46,000,1,4,RY,,,AAAAA,R,S1714004JA,,,USD,USD,,,,21279.63,,APRIL 2025 UTILITIES PURCHASES,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,21279.63,,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,RN$Z4A4,2025-05-02 17:14:05.529,,,2025-05-02 22:14:17.000
JA,F,2025,04,R46,000,1,9,TY,,TYXXX,AAAAA,R,G985300000,,,USD,USD,,,,-52.70,,APRIL 2025 UTILITIES PURCHASES,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,-52.70,,J0980,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,RN$Z4A4,2025-05-02 17:14:05.518,,,2025-05-02 22:14:17.000
JA,F,2025,04,R46,000,1,5,RY,,,AAAAA,R,S17150JA00,,,USD,USD,,,,2201.06,,APRIL 2025 UTILITIES PURCHASES,,,1.00000000,0001-01-01,,0.00,0.00,0001-01-01,,2201.06,,,0001-01-01,0.00000000,,,,,,,0.0,,0,,A,RN$Z4A4,2025-05-02 17:14:05.529,,,2025-05-02 22:14:17.000
